ITERATION	SETTINGS	F1
0	{"GaussianNoise": 0.0, "GaussianNoiseSDmax": 0.1, "invert": 0.0, "leftRight": 0.0, "rotateOne": 0.0, "rotateThree": 0.0, "rotateTwo": 0.0, "shearX": 0.0, "shearXproportion": 0.1, "shearY": 0.0, "shearYproportion": 0.1, "solarizeAdd": 0.0, "solarizeAddition": 0.1, "solarizeAddThreshold": 0.1, "translateX": 0.0, "translateXproportion": 0.1, "translateY": 0.0, "translateYproportion": 0.1, "upDown": 0.0, "mixup": 0.0, "resizeRatioHigh": 0.75, "resizeRatioLow": 1.33, "resizeScaleHigh": 0.08, "resizeScaleLow": 1.0, "batch": 5, "clrStep": 4, "learningRate": 0.005, "distillTemperature": 12.5, "weightDecay": 1e-05}	1.0
